Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
43467,4432,3793,2423,3291,3891,4406,6951,1914,12361
22625,2471,798,1172,3335,3226,1208,3573,932,5906
38893,6887,3513,2333,5099,5786,2682,8317,1083,3187
81329,8258,2899,3886,8369,7366,5700,8097,2736,34014
36007,4046,4432,1171,4948,5087,1784,5621,1675,7239
96302,15990,8430,6154,7796,9921,3676,12678,1938,29715
44532,4176,3931,3772,5764,4778,2635,5062,1867,12542
59253,5068,3616,3374,4274,4345,4481,13116,1761,16648
17323,3428,2085,1294,1552,2045,1628,2726,860,1701
78379,8494,7226,2790,5917,10306,2911,18063,3813,18855
19210,2882,1904,1177,1242,2138,967,3203,824,4870
21456,1670,1137,1187,2257,1572,1019,4185,269,8156
36367,3977,2638,1664,1705,2200,1730,6402,484,15565
59624,7370,4898,3754,4575,7676,1832,8776,3136,17603
15106,3437,663,785,1565,1452,1405,3866,585,1345
73008,9525,5011,5745,8970,7346,4455,16589,3932,11431
77240,6271,4633,6303,10172,8216,7171,23381,1493,9594
69315,10917,5136,3808,8345,8989,4686,16045,4032,7352
74249,6303,5250,7020,10514,12114,4757,11046,1304,15937
75587,13445,6276,2654,8723,11793,7224,10911,2975,11581
15756,2917,1505,1317,1636,1509,764,2748,1021,2335
73011,10181,7030,4567,12667,8049,3718,19989,1358,5447
41378,8233,1791,3279,3247,7628,3398,9861,1541,2397
9255,867,1092,532,979,1577,779,2123,413,890
19484,2619,2539,1084,2526,1637,1128,4252,1213,2483
61549,6994,4002,2015,8506,8779,3988,10424,1822,15014
39503,5346,1850,2958,5350,3478,1750,5683,2034,11050
78794,6440,7747,7160,6322,10739,3761,23117,4580,8924
50113,7336,4562,3381,6045,2951,2162,10285,1304,12084
79069,5383,7057,6405,9670,11611,6583,14047,2196,16113
10249,1581,969,957,903,1464,890,1883,240,1358
24201,2376,1648,2421,2679,3122,1467,6796,1728,1284
63576,9624,6342,4281,7676,7319,1974,7469,2349,16539
14686,1271,1072,481,1294,1356,558,2350,305,5265
58363,9727,3985,6447,4800,5431,3799,11979,3332,8860
5661,683,282,589,598,735,588,1296,268,618
49843,6318,2907,1344,2704,4962,2122,6388,707,22387
65963,8414,7309,5341,7036,5812,3511,12144,4932,11461
47828,7143,4368,4102,4381,5184,2612,10298,2530,7204
53604,3943,4883,1711,3534,4452,1567,9513,644,23354
15526,1817,529,618,1727,1409,704,1548,685,6485
73910,5279,9845,4134,6711,6801,5849,12037,4643,18607
30592,3098,2932,1693,3365,2039,1718,7018,461,8264
33982,4697,2778,1273,5730,3498,1584,8542,848,5028
5207,421,707,300,895,617,368,1159,293,443
93733,6993,7857,4050,7460,9957,6434,17277,4829,28873
73619,15025,5357,7152,7801,12543,3019,11286,4495,6938
34328,5607,3467,1617,3587,2477,1083,7023,807,8656
51479,4787,2896,1828,4589,3921,1579,7077,437,24361
25103,1793,1845,1050,1210,1366,1091,4038,689,12018
44891,4922,5969,2007,5143,4161,2318,12403,885,7079
15754,2011,1029,1308,1996,1548,462,1838,347,5212
86437,6769,8141,7266,8855,11304,3943,13493,3902,22761
77982,8857,4944,3182,6359,6995,2860,8332,1821,34628
60922,6552,5337,4413,9211,9563,2618,10473,2265,10487
53231,11742,2446,4499,5121,4005,4759,14210,3695,2750
34301,4573,3806,1897,3845,4652,2416,8071,813,4224
96652,15194,3416,3288,11050,13367,5583,21192,3525,20034
67711,4733,7431,4262,9771,8428,4800,12172,3105,13005
46323,4791,3219,2559,3852,4223,1993,6081,788,18812
23752,2161,1432,957,3004,1412,2097,3152,1072,8461
87205,14230,3978,6260,6350,13572,7767,13485,5445,16115
18395,2903,943,565,2228,1669,1155,3519,703,4708
90957,9777,9887,4578,12851,14541,9351,15437,6072,8459
61273,4539,4609,2618,4480,4913,2348,9337,599,27828
96878,9377,5984,3762,7356,6885,3825,12539,1523,45623
9895,652,268,564,831,1001,305,1186,228,4857
81559,6920,5080,3193,7087,4069,3169,12781,3301,35955
15699,2038,1994,883,2331,1540,626,3492,779,2013
70061,8914,5643,5414,11871,12108,3505,14817,2826,4959
14715,2053,1389,1137,1012,1034,549,2367,596,4573
24169,2622,1142,601,1680,1820,1690,3130,346,11133
21163,2207,2537,1515,2626,3164,851,4424,1089,2747
10782,1918,694,874,1673,1501,686,2672,188,573
93177,10885,3531,2410,4425,9713,5670,15465,2641,38433
89328,11873,10700,8253,8858,12851,6515,18182,4539,7553
40585,4435,3143,1816,5676,5386,2364,6920,1257,9584
35682,2899,1533,1108,3880,4007,2054,5978,1534,12684
52864,7650,6028,3451,7281,5800,2704,10652,1019,8276
89416,15507,10166,4467,9678,10026,4590,24903,2227,7849
60114,3816,2277,3232,6222,5871,3692,9486,1680,23835
43067,5108,3100,2158,3832,2715,1213,8512,2060,14366
47685,2889,3467,1171,3705,2116,2511,7244,983,23595
23073,1488,2215,2027,1948,3125,865,5324,1350,4728
41035,6679,2414,3267,5737,6756,3134,7751,2101,3192
69977,7916,5093,3616,5156,5751,3377,9585,2855,26623
95373,9697,7605,4654,8069,6610,7977,18539,5059,27160
88362,13084,11042,4049,12471,11134,5663,13825,4195,12895
95517,13091,3469,5461,6149,7191,6591,11960,3225,38376
70450,9898,7002,5936,6040,7044,4083,17464,2997,9982
15382,2495,583,673,1674,2092,1272,3124,891,2573
9437,863,1182,761,1659,966,875,1945,319,864
75971,6757,9845,4996,6782,7968,2974,14980,4212,17453
69612,6909,3285,3666,9408,9934,5362,11117,3325,16603
95355,10628,4943,6592,10446,10708,3622,18081,3484,26847
66929,8661,4661,2033,6847,3675,3013,12555,783,24699
17329,1178,1147,505,1228,1270,919,2558,588,7932
30169,4355,2585,1275,5388,2890,3673,5844,777,3378
92468,10749,10636,6205,7252,17318,7533,18995,6892,6884
39594,5265,6450,2759,5088,4768,3556,8471,924,2309
81957,14871,8159,7015,10360,12311,5157,10703,3983,9394
65631,6455,4453,3541,7052,6398,3742,9887,1387,22713
50033,3735,3055,1664,2859,5203,4252,8136,2245,18880
68133,7564,5778,3839,5462,4655,3507,7901,1903,27520
78165,11975,4488,5759,11690,11205,4305,12813,3447,12480
78861,13973,4838,4681,13748,7362,4303,13596,1558,14798
57290,5092,4197,2067,4150,5095,2803,14658,3904,15319
99031,15226,12369,5157,15044,11210,11370,19182,1702,7767
36750,2555,3774,1579,2119,3993,3142,5636,2006,11944
45461,4990,1322,2494,4139,2788,2270,3817,1239,22397
78800,10483,7807,4380,6639,11269,6605,13035,1844,16734
83222,7966,6799,5608,8496,5111,3361,10715,2808,32355
29226,2500,2047,1912,3585,3275,1672,5100,1094,8037
11721,1133,1359,651,2040,947,837,2841,649,1260
61154,4872,3103,5403,9404,6146,3944,8343,855,19080
25609,5413,1389,1135,2406,2515,2085,4111,1816,4736
57130,5835,7483,2235,5388,10282,3379,15888,2896,3740
77909,4962,5526,4912,8590,4602,5054,15880,2224,26155
60249,7552,2244,2174,4692,5380,3029,7179,1695,26299
53895,8277,6048,3272,4001,5411,5271,9204,1352,11056
99473,14718,10430,6737,9010,12581,6983,14310,2257,22444
10656,525,699,651,1139,708,395,1601,129,4805
79520,7421,3550,2859,8164,4454,3306,13532,3141,33090
68740,6779,4621,3113,4927,7696,2340,12194,1514,25552
69309,12557,8037,5103,7764,6842,3737,10133,3907,11225
34984,1826,1019,1957,3123,2932,1732,5602,710,16078
78822,10775,4934,4199,13618,7153,3589,23240,1892,9418
10901,1437,660,781,994,1154,592,1503,158,3619
36552,4894,3364,2761,5868,3853,2130,9253,2125,2301
96245,11296,5425,6052,11826,6513,2876,17973,1590,32691
36055,3044,2415,3580,6194,5385,2382,6066,687,6299
42685,4036,1793,4491,6693,3686,2492,7310,662,10771
78965,13272,3094,3583,13059,10499,3196,13263,2780,16216
19716,3058,1194,839,2923,2486,1032,4422,1241,2518
16138,2254,987,961,1052,1825,604,2423,706,5323
40298,4561,2511,2742,2530,2307,1608,5478,548,18008
56112,4708,2941,2764,5443,4692,2053,5989,497,27022
28429,5132,2107,1723,2130,2970,1757,7212,1513,3882
55200,4185,3041,4097,5583,5543,2049,8404,1541,20579
76308,8094,4694,3106,9511,7472,2154,10946,3699,26627
53244,6023,2709,5731,8494,5167,4729,8073,1424,10889
22347,2544,1415,1958,2541,3559,1761,5366,1249,1309
21920,2556,960,1448,1751,2054,1126,3891,228,7900
36822,3136,3092,1443,2668,2615,1251,3685,1420,17507
51659,6422,3006,4339,4513,3232,4509,7316,1040,17277
45108,4852,5071,2224,6325,3692,2170,8520,1160,11091
94099,10237,5801,6718,10551,8140,5890,16704,3111,26942
12967,1212,1140,1428,2431,1507,708,2314,410,1813
16871,2210,1597,1079,1036,1056,958,2174,218,6541
99299,10846,3724,6848,9256,9738,6276,12992,1298,38318
82452,14050,4126,3216,12019,10872,3642,19859,5143,9521
79270,5360,7547,3750,6289,4129,2400,12737,1772,35282
38613,3362,3001,3306,3320,5069,3513,9315,1114,6608
33179,2928,723,946,3190,3108,1780,2979,1198,16324
57188,9335,1979,4467,8009,3515,4022,10130,3013,12713
60099,7427,7108,4491,6950,4929,5198,13315,2862,7815
40262,6311,4655,1859,4739,4668,1531,6242,1868,8385
83213,14720,5829,3842,4959,6514,6035,16540,4127,20643
23268,4777,1193,1486,3960,3440,1258,4724,536,1889
82866,10802,7576,2713,9590,6372,4511,12421,3174,25704
91269,12623,5024,7196,5372,7333,6440,16751,1418,29108
65545,6051,4567,5016,5117,4052,2159,11880,1219,25072
97822,17557,10030,5694,14690,9250,7865,23962,2594,6175
77146,8460,4814,3737,5283,6199,4369,18046,3588,22646
76966,14359,7086,5842,11849,7439,4614,15606,4488,5680
44922,2673,4202,2124,5747,2808,3235,5980,1730,16419
84364,10457,9476,4074,13016,10570,7597,19859,2979,6333
47913,4923,2500,2168,4916,3167,1299,5458,1423,22053
60677,5722,2946,4334,5472,7105,3535,6923,2433,22203
54841,5551,3625,2220,4389,5573,3654,11865,2697,15263
51332,7011,3280,2784,6722,4222,1981,10564,1999,12765
97062,16330,8063,9507,10371,7054,8783,23860,2531,10560
30032,4309,2117,968,3491,3970,1075,7359,1305,5434
42846,3126,1488,2958,3064,3749,1132,7973,456,18896
64474,7222,2184,2564,3997,3432,2045,11663,1899,29464
49936,6742,4517,3070,6620,5932,3577,13146,3815,2513
34794,2797,2782,1066,4600,5175,1161,5455,711,11042
66588,7919,4618,1897,5452,7346,3794,9708,968,24882
75984,10723,4908,2682,5859,6087,3741,13129,3897,24955
55331,8024,6574,2147,6742,7414,3728,12323,3575,4800
99397,15148,11792,6137,7699,11926,4739,24001,3242,14708
33141,3788,2693,1285,5512,2488,2212,8904,865,5390
14074,1395,481,836,1281,1520,624,1635,327,5971
11406,992,1016,1034,907,1628,693,1758,426,2947
28291,4635,1707,2209,2280,2567,1143,4771,1363,7612
46568,4562,1239,1840,4342,3980,1042,6953,686,21919
51851,6132,5178,3797,4960,4730,1996,5559,2038,17457
59823,5530,2808,1346,3827,2923,3108,10582,2512,27183
28312,4291,2388,1052,2722,2306,950,6534,835,7231
48108,7833,4862,3122,5463,6664,3474,10178,868,5640
71918,5335,2381,4297,3493,3851,3382,12611,2874,33691
39171,3300,1457,3462,5656,4639,3656,5037,1916,10044
46779,7741,4852,3771,4852,3982,4532,9808,1076,6162
73828,13144,4002,4060,10380,5980,6513,12893,3115,13737
17411,1576,1044,1406,2072,2824,1591,4590,1037,1268
62009,5140,7315,2573,4816,9448,4116,11129,1302,16167
20422,1710,1092,877,2017,1672,1246,2597,346,8861
47468,5316,1106,2049,3184,3924,2166,6670,735,22315
37371,2607,1658,992,3385,3607,1408,4519,1638,17552
62022,6936,6333,2456,10378,9404,4013,14138,1764,6596
76229,9775,4332,5455,10667,5558,4649,17068,1804,16917
56196,10545,2750,5268,5746,8235,6667,12246,1213,3523
85354,5161,5373,3833,4663,8304,2918,13440,4544,37114
31715,2908,1647,2344,4558,3850,1348,5078,993,6705
32605,3653,2283,2329,2231,2020,2060,5888,1246,10890
36174,3780,2799,1733,3336,4121,2247,4277,432,13446
14956,3070,580,628,1156,1354,1378,2284,862,3640
81373,11587,4601,4736,8614,6836,7259,18512,3934,15289
74252,3916,4301,4407,4557,5488,2884,10820,1026,35863
66949,5809,3924,1516,6685,3679,2055,9992,882,32404
67646,7794,4023,3547,9116,9693,3583,15836,1858,12192
75017,6259,4805,4609,5731,9884,7108,14181,2495,19941
68037,7007,4861,2372,5551,5544,1265,6211,2035,33187
94818,22771,4909,6993,12976,15185,4454,20406,2171,4948
11548,1025,1392,819,1073,1249,502,2257,505,2721
78294,10214,3861,9760,8578,13000,5917,16921,2585,7454
28177,1832,1605,2434,3879,2679,1381,5628,870,7864
29022,3771,2936,2755,3804,4130,3136,6236,476,1773
10542,1579,520,733,781,1325,865,1963,314,2457
96012,11640,4438,8379,15481,15361,8456,15789,2130,14335
65428,10348,3114,4705,4873,8185,3112,9990,2124,18973
27740,1318,2323,1575,2849,1414,1298,2754,386,13819
64353,7567,3709,2280,5033,3681,3519,9150,3010,26400
95353,10319,5124,1995,8535,7674,3702,13506,3442,41053
61532,6588,5227,4981,6705,3606,2646,8166,2942,20666
21052,1455,2334,2111,3316,1577,1749,5635,1425,1446
52076,5209,5372,3732,8640,4344,3590,10470,3266,7449
58420,4588,2799,4157,6424,4253,1611,6164,1179,27240
5671,1007,229,436,551,568,171,1335,155,1217
5163,1027,335,369,808,646,188,1060,227,498
46424,6386,1796,1959,4555,5483,1268,6861,1118,16995
58744,11201,2975,4616,4614,6665,3679,10014,4122,10853
75331,9707,3058,5788,13646,7774,4591,15197,2687,12880
15634,1505,1019,799,909,997,351,1824,424,7802
9798,1333,846,445,540,594,457,1010,296,4273
27420,2699,913,2120,2600,3827,2334,4986,1532,6404
34300,2263,1129,1954,2833,2066,983,5040,1183,16845
94881,11965,4053,3265,10626,14200,4289,11449,2530,32501
15749,1172,786,500,1589,1389,820,3137,305,6046
30121,2787,2109,3035,3621,5807,2985,5529,2312,1933
42487,7849,5207,2060,5290,5353,2986,6769,2521,4449
98947,12338,2709,5008,10216,10385,4418,16992,3741,33136
38361,2642,1629,1284,3155,3863,2465,4309,1573,17437
26223,2527,864,1248,2709,2606,1873,5084,636,8671
77930,13195,9767,2986,6770,9811,7429,16377,2994,8596
19056,2981,2410,1004,1376,2798,1239,4103,1196,1945
33380,2590,2280,851,2719,3399,2164,4580,445,14349
31035,5842,2674,3452,2515,3287,2888,5477,1399,3497
35620,5549,1559,1777,4141,2584,2298,6628,961,10119
24877,4755,1387,2335,3343,1752,1900,6507,1236,1659
60316,8226,5451,6885,7273,7278,6602,10082,3309,5205
69041,4612,5657,4825,5535,7769,4957,9124,2218,24340
58352,8644,2744,2921,7270,3379,2075,9007,1295,21014
35911,3374,2751,3641,2903,5147,2828,7018,932,7313
37784,5571,3191,1490,4207,4656,3286,7939,1886,5555
8191,485,324,225,903,854,333,1280,376,3408
38160,4788,3705,3706,6383,5047,1971,6018,902,5636
95536,11609,6881,3381,11952,8146,3837,19988,1659,28079
69641,3934,1647,4397,4694,7308,3276,8177,2379,33824
54723,11917,4623,4908,4808,4782,5026,10289,1989,6377
8631,381,713,349,478,816,263,1402,140,4085
11172,2366,797,543,1714,959,995,1790,526,1478
47080,7365,2618,3255,2727,3233,3724,7810,1969,14375
94097,9969,3653,6486,14187,14322,4537,18003,2268,20668
95353,8576,5065,4312,6701,7583,2214,11182,3545,46171
25281,2859,3369,1743,2028,2940,2536,4549,878,4375
33671,5006,2046,1125,2703,3893,2816,7441,898,7739
56431,4841,1962,1858,4314,3846,1630,8967,1227,27780
95900,9360,11316,4766,6160,6432,7143,18118,4655,27946
97961,10068,9045,2843,12134,11640,6100,14048,5024,27055
33602,4862,2759,1041,4862,4382,1509,7669,937,5577
93789,11183,3810,3303,9710,9240,5263,15813,1173,34290
56399,5551,3658,5402,9244,7971,4271,15333,1781,3184
28472,4265,3132,2237,4548,4000,2389,5309,532,2057
54230,5019,4271,2460,6379,5517,2668,8231,2344,17337
78616,12957,6376,5490,8402,7359,6550,11516,3945,16018
12099,693,370,698,1259,984,464,1503,330,5795
30431,3108,1658,1336,1746,3095,1130,3208,1257,13889
61492,4304,5530,3257,3714,3974,2843,12550,2493,22823
52684,5172,4529,2051,5054,3238,1666,7752,1188,22030
35111,4957,1224,1157,4523,3543,2550,4332,522,12299
68936,12812,7384,4519,9525,5994,3130,15190,3036,7342
27614,3273,1766,1104,2251,3054,1388,3094,787,10893
97260,13025,11744,6986,11528,6852,8408,20553,4097,14062
46991,7444,4353,3629,4597,5708,2892,7180,1995,9189
75476,8056,7210,3239,6157,5777,3061,8852,1522,31598
65920,9845,6736,4200,8405,3738,4449,8631,701,19211
99294,8714,3490,5461,7159,9428,4160,13949,3540,43388
68530,10038,7923,3551,5596,9782,3307,14050,4285,9996
41224,3336,2992,3237,4961,2339,1886,6989,2145,13335
12788,2001,786,546,1520,1342,1045,3490,933,1121
33082,2359,1459,2581,3805,2814,2134,6098,602,11227
94570,13285,3014,3218,9066,7196,5083,14184,2342,37179
81816,9266,6671,3298,8155,6885,3041,15399,3471,25626
88588,17672,5837,6537,6465,10590,6470,14369,5603,15042
21531,2242,3380,2661,1989,3020,1575,4881,400,1380
93340,10526,10037,5369,11140,10641,5151,27165,3623,9684
99439,12425,6813,5700,9202,7924,6521,16721,1311,32818
49857,4620,2419,3123,3446,2710,2102,5832,2143,23457
15142,1946,1194,664,1661,1981,841,3886,803,2164
53355,6700,2753,2411,6083,4700,3438,4974,1977,20315
14866,1490,621,715,964,1034,468,2658,373,6539
75067,6395,8064,3710,10477,5853,5001,11794,2420,21348
69027,9654,4969,4438,7761,3847,4451,8244,1419,24240
62906,3411,1786,4580,7507,6042,2484,9307,1569,26216
33138,4786,2967,2086,4069,3178,2304,6507,1692,5544
97601,7389,4422,9885,11818,12080,8520,23972,1591,17919
34956,5582,2646,1317,4842,5933,2360,9417,1098,1757
81295,4250,5044,1997,7169,6682,2300,11459,3092,39297
10439,1051,222,607,638,908,641,1317,220,4832
52241,3175,4400,4156,4222,3477,3343,6025,2854,20585
47533,10072,5588,2277,5673,5433,3815,8858,1747,4068
33270,3921,3002,1740,2694,2868,2812,6081,1786,8363
83815,7169,4501,8065,12902,11258,5565,21172,5146,8033
44279,7881,2884,2052,7990,4885,3473,11903,676,2531
28888,3119,1372,1209,3628,3092,2141,4045,823,9454
22630,1283,1802,1097,1232,1890,829,3182,394,10916
66063,3444,2007,4948,3599,3508,4249,12214,1948,30143
40144,3769,2346,2662,4383,4022,1552,5644,1169,14593
57161,4842,7469,5280,6553,4858,4970,14020,3821,5343
96074,7962,11084,5646,14990,11376,6770,19262,2323,16656
82360,7452,8418,5639,10531,10147,3228,19284,1678,15979
55979,6527,5654,1769,5595,5933,1835,5812,826,22023
11979,1207,633,874,810,849,560,1657,463,4923
31189,2670,2263,2301,2713,3306,2842,5932,2193,6964
47600,8220,1528,3187,3859,4646,3087,10354,1384,11331
64560,13764,3597,6827,8754,6365,6720,12771,1237,4521
83040,8207,7259,2707,13347,13308,4808,16690,1755,14956
66558,5536,3275,6565,4873,6749,5976,15483,1253,16844
91205,17835,9919,5311,8037,14741,3320,18512,4166,9361
11910,1456,420,635,1469,1789,655,2136,322,3024
62713,5759,3156,2290,5170,5492,2034,7402,3258,27212
51857,5727,4461,3927,6615,3993,4103,5915,953,16158
39964,6645,2306,3579,3156,5629,2546,10220,2464,3417
90667,8866,10566,3448,16215,8914,5412,21798,3091,12353
30227,3820,3004,837,3569,2685,1495,5501,1346,7966
10978,1536,1042,872,1433,716,634,1820,589,2334
92527,13291,6475,3982,8053,10095,8607,16134,6323,19562
22153,3368,2282,1382,1842,1377,1285,3192,1039,6383
64765,5625,2566,4981,9816,6341,4144,9286,1251,20270
44071,3899,2825,2437,3936,3555,2601,6374,434,18006
74519,8364,2356,4725,9064,10956,6469,13935,3488,15159
14503,1427,589,722,1293,1069,416,2292,710,5981
65703,5893,7759,5773,5746,6696,4725,14507,1303,13296
69379,9069,5413,3788,12708,8692,4531,15023,4953,5199
62866,4481,6377,2810,4453,4702,4330,14354,2535,18821
21905,2257,1597,878,1600,2875,1707,3042,449,6890
50838,3193,3640,3051,2096,4316,1716,8210,690,23921
63279,6709,5354,3315,5943,3355,4085,9982,694,23838
94489,5566,5851,2598,5505,10836,4349,13750,1596,43748
31806,2869,1669,1501,2253,2555,1410,3976,978,14591
50000,4056,4057,2541,4361,3644,3693,10487,1054,16102
27168,1879,3072,2369,1971,3187,1042,4786,1048,7810
75119,7901,4366,3834,10414,7847,3949,10371,3833,22599
43714,2561,2505,2140,1914,3574,1235,6732,1619,21430
59093,6023,2825,3227,4230,4993,3669,8685,1923,23514
60419,8485,4084,2534,9121,5305,6438,15293,3244,5910
54145,7652,1637,3615,4185,5690,1972,5291,2427,21673
82425,18546,9067,4052,8798,11616,3193,13941,2761,10446
97949,9753,9420,6012,12345,10785,4771,18369,1875,24615
82811,13656,5414,6725,12635,6269,6259,15131,4736,11983
7461,389,504,429,617,790,425,1518,97,2688
19291,1862,1300,530,1413,1439,839,3013,312,8580
51804,7553,3407,4480,4437,6679,2435,11844,1606,9359
81971,8775,11352,4508,13975,11620,5963,15659,2992,7123
98471,8742,8133,8786,14426,11937,4012,18324,5958,18150
69946,5940,3113,5874,5136,5900,2598,12468,1238,24660
89080,10926,4153,8349,13226,12900,3843,14673,3374,17632
66332,7983,7283,4378,7148,7298,4463,12798,3358,11618
82794,9325,10490,4017,8592,13133,3804,18467,3951,11011
35841,4199,2085,2985,3366,3485,2062,6264,1575,9816
53758,8454,3117,2889,5006,8838,4885,9496,1705,9363
81272,10209,4919,2100,9792,7777,5350,8254,2069,30798
42643,3911,5055,4550,6824,6321,3391,7872,1113,3602
55408,6998,3911,2965,3302,5805,1867,9554,1673,19327
48950,7904,6406,1893,5875,4019,4827,8123,2219,7680
61849,7970,5541,3464,5883,5855,1893,12266,2262,16710
33044,5152,3763,1345,2612,3680,1809,6893,1879,5906
20997,2064,1395,565,1745,1609,1511,3961,265,7879
84751,5731,3991,2483,7929,6663,4440,11165,2056,40289
28911,2315,1733,1423,1592,1986,1298,4431,751,13376
60533,9244,3673,3980,4747,4696,2541,10649,2079,18919
87566,13669,5849,6933,7427,9040,3632,17041,1363,22607
99870,5938,4232,4121,9411,12244,5030,14089,2041,41769
19571,1159,1338,1283,1943,1139,934,3868,908,6996
99463,21559,10046,6556,8482,10610,5561,19035,4420,13189
62941,3890,4601,3437,6537,6735,2432,7103,1804,26398
63005,5004,3092,6405,7317,6018,3920,11720,4216,15310
91250,11555,9177,6487,13663,12587,7717,15977,1760,12322
63712,12070,3091,4626,6046,5968,5951,10841,3851,11264
48541,4933,4506,4404,5583,6825,3626,9722,668,8270
28387,3011,1892,1573,3175,2523,2117,4965,1075,8051
98980,14197,11099,6639,12743,8415,5045,21419,4031,15388
53908,4314,6862,4463,8789,7388,2488,10980,2927,5692
90457,20968,11900,5555,9034,9027,5936,16798,1677,9557
18057,1900,1445,1152,2282,2047,841,2162,582,5642
69028,5964,4135,3783,6987,6230,3669,11087,896,26274
60731,11105,2413,2911,7522,8796,5872,8960,1324,11823
29858,5744,2931,1014,4616,3159,2587,7108,735,1958
53689,7223,4694,5862,6154,8810,2997,9486,2700,5758
49638,3095,2771,2489,2419,4005,3038,7726,1178,22913
96598,15368,6240,3977,12209,6669,5324,18959,1566,26283
51486,6012,6303,2608,8038,4446,2247,7311,1435,13082
25567,5380,1637,2095,2329,3872,1801,6244,489,1716
34739,4638,1558,1019,3144,3750,1700,4630,1169,13127
62804,4437,7017,1938,8011,4123,4559,12321,2331,18064
8754,1401,825,624,1134,1105,409,1766,252,1233
32044,4658,1397,3262,3796,5899,1735,5577,2527,3189
72260,10562,8565,3729,5496,7070,2738,15184,2833,16079
71912,4409,3462,2302,5655,8385,2524,9110,3751,30686
13706,1600,897,567,1075,737,835,1588,381,6022
13894,1661,966,564,1729,1614,1056,1473,364,4463
23037,2503,1428,982,2050,2173,1607,2908,690,8693
88986,17711,9958,4888,15027,10472,5067,14770,2030,9060
86942,9614,3865,3218,10274,10949,3297,14839,3526,27356
56612,5562,2256,2709,5796,3692,4523,9239,3010,19821
34725,5645,3053,3026,2133,4687,3074,7410,822,4872
10926,1363,513,419,822,567,317,1799,251,4873
14496,2566,1736,739,961,1886,1108,3036,464,1996
61447,12143,4962,3495,6253,7841,3324,9211,2473,11740
34806,3817,1444,2120,2365,4424,3049,4447,1677,11459
93199,9378,7569,6652,6197,8014,2917,19505,1531,31432
46321,3717,2357,2217,3972,5646,3413,7016,1086,16894
70095,12711,3958,7152,9704,8047,2752,15277,3454,7037
27656,2715,1780,965,2081,2217,1604,3250,1054,11954
60147,8344,6314,4525,6808,4712,2710,7260,2041,17429
96396,7102,6383,3915,10773,12350,5298,22175,3132,25264
54666,2937,2432,1284,4855,4153,2224,8077,1832,26868
87368,6616,5479,3092,9859,8480,5417,13238,1707,33476
43787,3999,1773,2363,7155,7693,1790,13038,1458,4514
67946,6857,2141,3086,7360,6888,3647,9734,1700,26529
26727,2756,3777,2022,2886,2645,1111,7436,1609,2481
73056,7830,11669,7212,8335,10824,4065,16986,1577,4555
8081,638,457,342,708,738,687,1777,181,1871
39196,4009,2038,1559,2953,3601,916,3341,1291,19484
41735,6527,4848,2070,3960,5608,3707,8624,1016,5371
85102,6254,3471,5341,8239,10743,6067,10384,4585,30014
84578,14264,4484,3127,7219,11837,6936,20303,5576,10828
30498,2994,3031,857,3165,2727,1230,3819,1200,11471
81865,7731,8146,4846,10080,8399,2867,13039,4042,22710
36656,3978,1291,2326,2478,2825,2622,6805,1278,13049
72695,8185,6576,7064,10243,6631,3907,17753,2062,10271
42900,5275,1226,1084,4914,5086,2792,4722,1259,16539
89899,4084,4285,2529,8056,6248,2600,14210,3111,44772
52701,7331,4186,1825,3366,6016,2195,7297,2059,18421
24033,1612,1876,1301,3268,3269,1683,3188,1295,6538
15805,1381,940,695,704,1435,924,1779,588,7356
40851,8910,3146,2276,5150,5981,1651,10100,1300,2333
31832,2025,1468,1746,2216,2279,1505,5390,1538,12047
68437,5649,1469,3066,6750,4203,3577,10887,2039,30792
18944,2605,2654,1353,1625,2919,1031,3890,1391,1472
24873,4017,2705,1195,2280,1896,1136,4372,644,6281
45372,5377,3128,3674,8792,3943,2023,9049,2934,6448
94464,6946,6932,5065,11516,12397,6163,13325,3311,28805
20379,2077,1569,1258,2022,2151,1169,2679,475,6975
41751,4730,3374,3290,2643,5888,3770,9691,589,7773
94822,14231,6023,4375,10324,7938,4865,16550,6144,24368
10110,1012,641,464,1765,1686,442,1793,527,1776
59341,6233,3070,3149,6948,7597,3353,13656,2499,12831
17087,2511,2052,1078,2690,2453,656,3089,473,2081
28762,2587,1624,1694,2894,1722,983,3495,859,12899
87617,11680,10469,5366,13574,13885,7652,13808,6403,4775
14596,1063,1219,931,1015,1406,455,1754,224,6525
23313,2037,2607,1323,1925,2490,1489,2976,1299,7163
71549,7379,4780,7576,6052,8398,8049,12094,2963,14255
28705,2331,1089,1698,2319,3131,1927,4044,1387,10775
72364,5751,4904,4968,9758,9894,3522,10504,2906,20152
78445,11148,2716,5008,8442,11331,4530,11469,2257,21540
83645,12072,9528,7567,13362,7704,5191,17069,2820,8328
7023,706,730,301,890,667,543,1427,172,1582
64796,6428,5951,5478,9638,5891,5814,13505,1820,10268
85073,9436,5769,7271,15489,13184,8481,16000,4587,4854
97197,13442,4444,6093,13369,14586,6867,16398,1384,20610
69429,12747,4820,6657,10362,5945,2683,15559,4375,6277
66627,8555,6313,4913,7656,8734,5247,11235,2939,11031
38848,5994,2460,3063,4950,4855,3275,8393,2294,3559
42804,8975,1853,2602,6972,4464,4510,6735,2603,4084
